x,y,lx,ly,lz,dl,vx,vy,exx,eyy,ezz,exy,eyx,cumexx,cumeyy,cumezz,cumexy,cumeyx,sxx,syy,sxy,syx
246225.996037491,-1542671.28983155,0.007302840188744,0.591041068583819,0.401656091227437,0.583738228395075,57.1006526517486,1.29399600368174E-06,0.00057586344745,-8.82688441221673E-05,-0.000487594603328,-1.8298352586701E-05,-1.8298352586701E-05,0.012028376145321,0.001153231846686,-0.013181607992007,-0.007127927489295,-0.007127927489295,0,0,-6.85834893375E-05,6.85834893375E-05
246250.691662796,-1542619.80575028,0.007365654833501,0.591039383088285,0.401594962078214,0.583673728254784,57.1738963748291,-7.5237421839347E-06,0.000373146867914,-0.00025819669112,-0.000114950176794,-0.00020007789696,-0.00020007789696,0.012401523013234,0.000895035155567,-0.013296558168801,-0.007328005386255,-0.007328005386255,0,0,-0.000115433693282,0.000115433693282
246275.445452698,-1542568.26834336,0.007428376178395,0.591037720022804,0.401533903798801,0.583609343844409,57.1738963748291,-7.5237421839347E-06,0.000373146867914,-0.00025819669112,-0.000114950176794,-0.00020007789696,-0.00020007789696,0.012774669881148,0.000636838464447,-0.013411508345595,-0.007528083283215,-0.007528083283215,0,0,-0.000115433693282,0.000115433693282
246300.199242599,-1542516.73093644,0.007490984935105,0.591036098675695,0.4014729163892,0.58354511374059,57.1738963748291,-7.5237421839347E-06,0.000373146867914,-0.00025819669112,-0.000114950176794,-0.00020007789696,-0.00020007789696,0.013147816749062,0.000378641773327,-0.013526458522389,-0.007728161180176,-0.007728161180176,0,0,-0.000115433693282,0.000115433693282
246324.953032501,-1542465.19352952,0.007553504329163,0.591034503695851,0.401411991974986,0.583480999366688,57.1738963748291,-7.5237421839347E-06,0.000373146867914,-0.00025819669112,-0.000114950176794,-0.00020007789696,-0.00020007789696,0.013520963616975,0.000120445082208,-0.013641408699183,-0.007928239077136,-0.007928239077136,0,0,-0.000115433693282,0.000115433693282
246349.706822403,-1542413.6561226,0.007615907197826,0.591032946497168,0.401351146305007,0.583417039299342,57.1738963748291,-7.5237421839347E-06,0.000373146867914,-0.00025819669112,-0.000114950176794,-0.00020007789696,-0.00020007789696,0.013894110484889,-0.000137751608912,-0.013756358875977,-0.008128316974096,-0.008128316974096,0,0,-0.000115433693282,0.000115433693282
246374.460612304,-1542362.11871567,0.007664267591574,0.591062558644396,0.401273173764029,0.583398291052822,57.1940521455947,-2.49265266560883E-06,0.000117637387403,-0.000188462963079,7.0825575676E-05,-0.000223040356664,-0.000223040356664,0.014011747872292,-0.000326214571991,-0.013685533300301,-0.00835135733076,-0.00835135733076,0,0,-1.6493802832E-05,1.6493802832E-05
246399.281022079,-1542310.59098664,0.00772807672829,0.591106770848535,0.401165152423175,0.583378694120245,57.3165821804538,-2.21294540025951E-06,-0.000106506833714,-0.00014640283361,0.000252909667324,-0.000227458797282,-0.000227458797282,0.013905241038578,-0.000472617405601,-0.013432623632977,-0.008578816128042,-0.008578816128042,0,0,0.000117750640129,-0.000117750640129
246424.095538147,-1542258.92445603,0.007792017343768,0.591150883071603,0.401057099584628,0.583358865727835,57.3165821804538,-2.21294540025951E-06,-0.000106506833714,-0.00014640283361,0.000252909667324,-0.000227458797282,-0.000227458797282,0.013798734204864,-0.000619020239211,-0.013179713965653,-0.008806274925324,-0.008806274925324,0,0,0.000117750640129,-0.000117750640129
246448.910054214,-1542207.25792542,0.007856089438011,0.591194895313602,0.400949015248387,0.583338805875591,57.3165821804538,-2.21294540025951E-06,-0.000106506833714,-0.00014640283361,0.000252909667324,-0.000227458797282,-0.000227458797282,0.01369222737115,-0.000765423072821,-0.012926804298329,-0.009033733722606,-0.009033733722606,0,0,0.000117750640129,-0.000117750640129
246473.724570282,-1542155.59139481,0.007920257576111,0.591238772139625,0.400840970284263,0.583318514563514,57.3165821804538,-2.21294540025951E-06,-0.000106506833714,-0.00014640283361,0.000252909667324,-0.000227458797282,-0.000227458797282,0.013585720537436,-0.000911825906431,-0.012673894631005,-0.009261192519888,-0.009261192519888,0,0,0.000117750640129,-0.000117750640129
246498.539086349,-1542103.9248642,0.00808203855265,0.590906887867773,0.401011073579577,0.582824849315124,57.3821275012368,1.39528054177163E-06,0.000736473205907,9.2766637462462E-05,-0.000829239843369,0.000239378173255,0.000239378173255,0.014322193743343,-0.000819059268969,-0.013503134474374,-0.009021814346633,-0.009021814346633,0,0,-4.08234591305E-05,4.08234591305E-05
246523.3974104,-1542052.20666352,0.008243393595203,0.590575272041437,0.40118133436336,0.582331878446234,57.3821275012368,1.39528054177163E-06,0.000736473205907,9.2766637462462E-05,-0.000829239843369,0.000239378173255,0.000239378173255,0.01505866694925,-0.000726292631506,-0.014332374317743,-0.008782436173378,-0.008782436173378,0,0,-4.08234591305E-05,4.08234591305E-05
246548.255734451,-1542000.48846284,0.008404322703771,0.590243924660616,0.401351752635612,0.581839601956845,57.3821275012368,1.39528054177163E-06,0.000736473205907,9.2766637462462E-05,-0.000829239843369,0.000239378173255,0.000239378173255,0.015795140155156,-0.000633525994044,-0.015161614161112,-0.008543058000124,-0.008543058000124,0,0,-4.08234591305E-05,4.08234591305E-05
246573.114058502,-1541948.77026215,0.008564825878355,0.589912845725312,0.401522328396333,0.581348019846957,57.3821275012368,1.39528054177163E-06,0.000736473205907,9.2766637462462E-05,-0.000829239843369,0.000239378173255,0.000239378173255,0.016531613361063,-0.000540759356581,-0.015990854004481,-0.008303679826869,-0.008303679826869,0,0,-4.08234591305E-05,4.08234591305E-05
246597.972382553,-1541897.05206147,0.008724842112262,0.589582167112026,0.401692990775712,0.580857324999764,57.3821275012368,1.39528054177163E-06,0.000736473205907,9.2766637462462E-05,-0.000829239843369,0.000239378173255,0.000239378173255,0.017268086566969,-0.000447992719119,-0.01682009384785,-0.008064301653615,-0.008064301653615,0,0,-4.08234591305E-05,4.08234591305E-05
246622.830706604,-1541845.33386079,0.008858176458168,0.589710602224787,0.401431221317045,0.58085242576662,57.4306495059067,-5.11851117579454E-06,-0.000292284043023,-0.000346696822438,0.000638980865461,-0.000423043500901,-0.000423043500901,0.016975802523946,-0.000794689541557,-0.016181112982389,-0.008487345154515,-0.008487345154515,0,0,-4.53729589935E-05,4.53729589935E-05
246647.723992355,-1541793.57863084,0.009065700686251,0.59003246761066,0.400901831703089,0.580966766924409,57.7106653166059,-6.70450862827465E-06,-9.02099349831509E-05,-0.000943410901114,0.001033620836097,-0.000766711749731,-0.000766711749731,0.016885592588963,-0.001738100442671,-0.015147492146292,-0.009254056904246,-0.009254056904246,2.71050543121376E-20,2.71050543121376E-20,-0.000535707484232,0.000535707484232
246672.56626416,-1541741.48849335,0.009273185899776,0.590353946792224,0.400372867307999,0.581080760892448,57.7106653166059,-6.70450862827465E-06,-9.02099349831509E-05,-0.000943410901114,0.001033620836097,-0.000766711749731,-0.000766711749731,0.01679538265398,-0.002681511343785,-0.014113871310195,-0.010020768653977,-0.010020768653977,2.71050543121376E-20,2.71050543121376E-20,-0.000535707484232,0.000535707484232
246697.408535965,-1541689.39835587,0.009480651387063,0.590675020481161,0.399844328131776,0.581194369094098,57.7106653166059,-6.70450862827465E-06,-9.02099349831509E-05,-0.000943410901114,0.001033620836097,-0.000766711749731,-0.000766711749731,0.016705172718997,-0.003624922244898,-0.013080250474098,-0.010787480403708,-0.010787480403708,2.71050543121376E-20,2.71050543121376E-20,-0.000535707484232,0.000535707484232
246722.25080777,-1541637.30821839,0.009688669654858,0.590996608373967,0.399314721971175,0.581307938719108,57.7106653166059,-6.70450862827465E-06,-9.02099349831509E-05,-0.000943410901114,0.001033620836097,-0.000766711749731,-0.000766711749731,0.016614962784013,-0.004568333146012,-0.012046629638001,-0.011554192153439,-0.011554192153439,2.71050543121376E-20,2.71050543121376E-20,-0.000535707484232,0.000535707484232
246747.093079574,-1541585.21808091,0.009752058976482,0.591054481236223,0.399193459787294,0.581302422259741,57.3859817450264,-7.0163232237519E-06,-0.000107479080387,-0.000172155394804,0.000279634475191,-0.000221398729693,-0.000221398729693,0.016507483703627,-0.004740488540816,-0.01176699516281,-0.011775590883132,-0.011775590883132,4.2351647362715E-22,4.2351647362715E-22,-9.3193084465E-06,9.3193084465E-06
246772.030003555,-1541533.53345338,0.009815510100276,0.591112300170734,0.39907218972899,0.581296790070457,57.3859817450264,-7.0163232237519E-06,-0.000107479080387,-0.000172155394804,0.000279634475191,-0.000221398729693,-0.000221398729693,0.01640000462324,-0.004912643935621,-0.011487360687619,-0.011996989612825,-0.011996989612825,4.2351647362715E-22,4.2351647362715E-22,-9.3193084465E-06,9.3193084465E-06
