 (0.000000000000000000e+00+0.000000000000000000e+00j)
 (2.820947766304016113e-01+0.000000000000000000e+00j)
 (-2.317645549774169922e-01+5.676594451583136746e-17j)
 (6.938893903907228378e-18-8.497694579842395391e-34j)
 (6.307832896709442139e-02+0.000000000000000000e+00j)
 (-6.938893903907228378e-18-8.497694579842395391e-34j)
 (-2.317645549774169922e-01-5.676594451583136746e-17j)
 (1.629398018121719360e-01-7.981748295421412149e-17j)
 (-2.821974305327936967e-17+1.036776540002054077e-32j)
 (-1.231709197163581848e-01+3.016817360359292678e-17j)
 (3.199818166869094224e-17-3.918647069684378499e-33j)
 (1.168501898646354675e-01+0.000000000000000000e+00j)
 (-3.199818166869094224e-17-3.918647069684378499e-33j)
 (-1.231709197163581848e-01-3.016817360359292678e-17j)
 (2.821974305327936967e-17+1.036776540002054077e-32j)
 (1.629398018121719360e-01+7.981748295421412149e-17j)
